Title,Director,Cast,Year,Language,url,Producer,Genre,production,music,release,ref
Bhaktha Sri Thyagaraja,Virendra Desai,"Vidwan Mathirimangalam Natesa Iyer, Kamala, Seetha, T.P.K. Sastry, C.P.S. Mani Iyer. S.K. Sundaram, 'Gavai' Kalyanam, A. Dhanapal Chettiar, V.B. Srinivasan, 'Baby' Kokila, 'Master' Pranatharthiharan, Padmanabhachar and Rajagopala Iyer.[12]",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Sagar Movietone,,,
Basmasura Mohini,,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Chintamani,Y. V. Rao,"M. K. Thyagaraja Bhagavathar, Serukulathur Sama, K. Aswathamma, Y. V. Rao, L. Narayana Rao",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Royal Talkies,Papanasam Sivan,,
Danger Signal,,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Devadas[13],B. V. Rao,"B. V. Rao, G. P. Rajayi, T. S. Krishna Iyengar, S. N. Vijayalakshmi, D. M. Ramasamy Pillai, M. A. Rajamani, Subramani Bhagavathar",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,New Theatres,,,
Kavirathna Kalidass,,T. S. Sandhanam,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"M. T. Rajan, Vel Pictures",,,
Kowsalya Parinayam,K. Subramanyam,"K. N. Rajalakshmi, K. N. Kamalam",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"K. Subramanyam, Madras United Artists Corporation",,,
Krishna Thulabaram[14],A. Narayanan,"M. K. Gopal, T . M. Sarathambal, M. R. Subramania Mudaliar, T. S. Ramamani Bai, Puliyoor Doraisamy Iyer, T. S. Krishnaveni, Sundaramurthi Odhuvaar, K. R. Saradhambal",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Srinivas Cinetone,S. N. R. Nadham,,
Kutti,,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Lakshmi or Harijana Penn,C. V. Raman,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Minnalkodi,K. Amarnath,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Miss Sundari,S. Soundararajan,"Battling Mani, P. S. Sivapackiam, V. S. Sundaresa Iyer, Suseela Devi, M. R. Narayanan, Angamuthu, K. S. Sethupathi Pillai, K. S. Rajalakshmi",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Tamil Nadu Talkies,Kesi Dey,,
Minor Rajaamani,P. K. Raja Sandow,"T. K. Sambangi, Kamalaveni, Kothamangalam Subbu, B. R. Mangalam, Surabi",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"M. Somasundaram & S. K. Mohideen, Olymbic Pictures (later Jupiter Pictures)",,,
Mr. Ammanchi,K. Subramanyam,"Jolly Kittu Iyer, S. D. Subbulakshmi",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"K. Subramanyam, Madras United Artists Corporation",,,
Nava Yuvan or Geethaa Saaram[15],Michael Omalov,"V. V. Sadagopan, Bikshavathi, M. A. Rajamani",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"Kishinchand Chellaram, Hassandas Classical Talkies",,,
Naveena Nirupama,,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"T. R. Sundaram, Modern Theatres",,,
Naveena Sthree Sakasam,,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Padma Jothi,T. R. Sundaram,"T. M. Sankaran, M. S. Muthukrishnan, Padma, T. P. Manoj Rao, Ambujam, U. R. Jeevarathinam",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"T. R. Sundaram, Modern Theatres",,,
Pakka Rowdy,K. Amarnath,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Pakka Thirudan,,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Raja Bakthi,Sundar Rao Nadkarni,"B. R. Panthulu, P. S. Rathnabai, P. S. Saraswatibai, Pattabiraman, R. B. Lakshmidevi",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"V. C. Gopalratnam, Chellam Talkies",,,
Raja Mohan,Prem Chethna,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,National Movietone,,,
Rajasekaran or Emandha Sonagiri,T. Prakash,"M. R. Radha, E. R. Sahadevan, Aathmanathan, Janakam, Kanakam",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Madurai Meenakshi Cinetone,Rajam Pushpavanam,,
Samundeeswari,,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Sathi Ahalya,T. R. Sundaram,"K. Thavamani Devi, S. D. Subbaiah, T. M. Sankaran",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"T. R. Sundaram, Modern Theatres",R. Balusami,,
Sathi Anusuya,Prem Chethna,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Kovai Premier Cinetone Studios,G. Govindarajulu Naidu,,
Sethu Bandhanam & Aasai,R. Padmanaban,"P. B. Rangachari, Nott Annaji Rao, M. D. Parthasarathy, M. S. Mohanambal, M. A. Sandow, Kulathu Mani, M. R. Subramaniam, T. K. Kannammal, K. S. Angamuthu, Bhagirathi",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Oriental Films,M. D. Parthasarathy,,
Sundaramurthi Nayanar[16],Murugadasa,"P. P. Rangachari, T. R. Subbulakshmi, V. N. Sundaram, Chandra",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"Murugadasa, K. Ramnoth & A. K. Shekar, Karthigeya Films",,,
Vallala Maharaja,,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"M. T. Rajan, Vel Pictures",,,
Vikrama Stri Sahasam,A. Narayanan,"T. K. Sundarappa, Puliyur Duraiswami Ayya, Papa Lakshmikantham, T.K. Rukmini, Satchithanandam, M. K. Gopalan, T. R. Krishnaveni, Master Srinivas, Lazar M. R. Subramanyam, Ramudu Iyer, P.D. Kumarasami Pillai, S. Kannammal",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"A. Narayanan & T. C. Vadivelu Naicker, Srinivasa Cinetone",,,
Vipranarayana Alternate name: Thondaradipodi Azhvar[17],K. Ranga Rao,"Rajamadam G. Sundara Bhagavathar, Joker Ramudu, M. S. Ragavam, K. R. Rao, Thiruchur Premavathi, Mathuram, Meenakshi, Suryakumari",1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Madras Sound Studios,"Ramanatha Iyer, Mahadevan (Lyrics: Yanai Vaidyanatha Iyer)",,
Virada Parvam,A. Narayanan,,1937,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"A. Narayanan, Srinivasa Cinetone",,,
Anaadhai Penn,Ragupathy S. Prakasam (R. Prakash),"M. K. Radha, T. A. Sundarambal, P. U. Chinnappa, S. M. Subramaniam (Kothamangalam Subbu), L. Narayan Rao, T. S. Krishnaveni, P. R. Mangalam, M. R. Swaminathan, P. G. (Azhvar) Kuppusami, E. Krishnamurthi",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"M. Somasundaram & S. K. Mohideen, Jupiter Pictures",,,
Athirsta Natchathiram,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Baktha Meera Shok Sundaram and Grama Vijayam were shown as additional films[19],Y. V. Rao,"Y. V. Rao, Y. H. Rao, Vidwan Srinivasan, M. R. Durairaj, L. Narayana Rao, C. D. Vasundaradevi, Rajam, Abhayambal,",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"Y. V. Rao, Chintamani Pictures",,,
Baktha Nama Thevar,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Bhakthi or Ambharishan Charithiram[20],Murugadasa (originally Muthuswami Iyer),"R. Nagendra Rao, M. V. Subbaiah Naidu, Lakshmi Bai, Kamala Bai, P. R. Mangalam, P. G. Venkatesan, M. S. Saroja, K. R. Saradambal, K. Hiranaiah, M. K. Gopala Ayyangar, M. S. Subbanna, H. Ramachandra Sastry, V. Krishnappa, N. Ramasami Pillai, K. Ramakrishna Rao and R. Anantharamaiah",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Bakya Leela,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Bookailash or Mandodhari Parinayam,Sundar Rao Nadkarni,"T. S. Sandhanam, Hamsa damaynthi",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Sundaram Sound Pictures,,,
Dakshayagnam,Raja Chandrasekhar,"V. A. Chelappa, M. M. Radhabai, M. G. Nataraja Pillai, K. R. Jayalakshmi, P. G. Venkatesan, T. N. Chandramma, N. S. Krishnan, T. A. Madhuram, M. G. Ramachandran",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Metropolitan Pictures,,,
Dhasavatharam,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Desa Munnetram,A. N. Kalyanasundaram,"Mathrimangalam Natesa Iyer, K. R. Chellam, Baby Rukmini, S. R. Padma, Sripatha Shankar, G. Govindarajulu Naidu, Seetha Devi, M. Lakshmanan, K. S. Gopalakrishnan, Kokilam",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"Sarvottam Badami, Sagar Movietone",Papanasam Sivan & A. N. Kalyanasundaram,,
Eka-naathar[21],H. S. Mehta,"N. Krishnamoorthi, C. Padmavathibai, P. Rangasamy, Seetha, N. Srinivasan, Lakshmi, P. S. Krishnaswamy, Indirani.",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Ponnambalam Pictures,"N. P. S. Mani, N. Ramamoorthi",,
En Kaathali,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Grama Vijayam Was shown as additional film along with Baktha Meera[19],,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Harijana Singam or Madras CID,Battling Mani,"Battling Mani, Kamala, Vittal, Swarna, Sripathy, Govindan",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Zenith Film Company,,,
Jalaja or Natya Mahimai,G. K. Seshagiri,Kumbakonam K. Bhanumathi,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Kambar or Kalviyin Vetri,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"T. R. Sundaram, Modern Theatres",,,
Kannappa Nayanar,,V. N. Sundaram,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Kutravaali,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Madasambirani,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Mayurathvajan,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"T. R. Sundaram, Modern Theatres",,,
Maya Mayavan,B. Sampathkumar,"T. K. Sampangi, J. Susheela Devi, K. Kokila, Seetha Bai, Venugopala Sarma, G. R. Varadachar, K. Kaveri Chettiar, V.V.S. Mani, Venu Chetti, Devaraju",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"T. R. Sundaram, Modern Theatres",,,
Muttal Mappillai,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Nandakumar,Keshav Rao Dhaibar,"T. P. Rajalakshmi, C. V. V. Panthulu, T. S. Rajalakshmi, T. R. Mahalingam, T. R. Ramachandran, Master Sethuraman",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"Keshav Rao Dhaibar & A. V. Meiyappan, Pragathi Pictures",S. V. Venkatraman,,
Punjab Kesari,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Por Veeran Manaivi or Asattu Veeran Manavi,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Rajadrogi,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Sevasadanam,K. Subramanyam,"M. S. Subbulakshmi, F. G. Natesa Iyer, S. Varalakshmi, S. G. Pattu Iyer, Kumari Kamala, Jolly Kittu Iyer, Jayalakshmi, Ram Pyari",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"K. Subramanyam, Madras United Artists Corporation",Papanasam Sivan,,
Shok Sundaram Was shown as additional film along with Baktha Meera[19],,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Sri Kandha Leela,Arshadrai Mehta,"K. L. V. Vasantha, Raja Dandapani, M. V. Mani, Sundarambal, Gnanamani, S. P. L. Dhanalakshmi, G. Govindarajulu Naidu, Seetha Devi",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Premier Cinetone,G. Govindarajulu Naidu,,
Sri Ramanujar,A. Narayanan,"Dhinamalar N. Ramarathinam, Sangu Subramaniyam",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Swarnalatha[22],Y. V. Rao,"Y. V. Rao, K. Ranganayaki, M. R. Durairaj, C. S. Swarnambal, L. Narayana Rao, ‘Vidwan’ Srinivasan, A. A. Somayajulu, Saranayaki, S. Kalyanam, S. G. Rajam, Raju and Nagalakshmi",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Newtone Studios,Harikesanallur Brothers Lyrics: Yanai Vaidyanatha Iyer,,
Thayumanavar,T. R. Sundaram,"M. M. Dandapani Desikar, M. S. Devasena, C. S. Selvaratnam Pillai, B. Saradhambal, T. E. Krishnamachari, N. S. Rathnambal, P. G. Venkatesan, P. S. Gnanam, U. R. Jeevarathinam",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"T. R. Sundaram, Modern Theatres",,,
Tenali Raman,C. V. Raman,Joker Ramudu,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Majestic & Radha Film Co.,,,
Thukkaram,B. N. Rao,"Musiri Subramania Iyer, K. Sarangapani, K. Seetha, R. Balasubramaniam, K. A. Chokkalinga Bhagavathar, Baby R. Balasaraswathi Devi",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"R. K. Ramakrishnan Chettiar & S. M. Sriramulu Naidu, Central Studios",,,
Thulasi Brintha,A. Narayanan,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"A. Narayanan, Sreenivas Cinetone",,,
Vanaraja Karzan,,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Wadia Movietone,,,
Valibar Sangham,A. N. Kalyanasundaram,,1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"Sarvottam Badami, Sagar Movietone",,,
Vipra Narayana,A. Narayanan,"Kothamangalam Seenu, T. V. Rajasundari",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"A. Narayanan, Sound City",,,
Vishnu Leela,P. K. Raja Sandow,"P. K. Raja Sandow, Serukalathur Sama",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"K. Subrahmanyam, Motion Picture Producer Combines",,,
Yayathi,Manik Lal Tandon,"P. U. Chinnappa, P. B. Rangachari, M. V. Rajamma, C. S. Shamanna, C. S. M. Sulochana, T. S. Krishnaveni, M. S. Subramania Bhagavathar, M. S. Babu, K. S. Harihara Iyer, S. C. Gomathi Bai, M. L. Rajambal",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Mohan Movietone,Papanasam Sivan,,
Veera Jagathis,R. Prakash,"V. S. M. Rajaram Iyer, M. G. Ramachandran",1938,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,V. S. Talkies,,,
Adhirshtam,S. D. S. Yogi,"V. V. Sadagopan, T. Suryakumari, K. R. Chellam, M. N. Srinivasan",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"S. S. S. Chokkalingam, Mayuraa Films",Sarma Brothers,,
Aanandha Ashramam,C. V. Raman,"P. B. Rangachari, C. V. V. panthulu, R. P. Lakshmi Devi",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Sri Ranga Films,,,
Baktha Kumanan,K. Ranga Rao,T. P. Rajalakshmi,1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Bharath Kesari,,"Madhiri Mangalam Nadesa Iyer, M. Latchumanan, Suseela Devi",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Bombay Mail,,"K. P. Kesavan, T. S. Balaiah",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Jothi,T. R. Raghunath,"Muthu Bhagavathar, Madurai Sundaram, P. Nataraj, P. S. Krishnaveni, N. S. Krishnan, T. A. Mathuram",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Jothi Pictures,Mariappa Swamigal,,
Kumara Kulothungan,,T. R. Rajakumari,1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Kratha Arjuna,,,1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Madurai Veeran Released on 3 Feb 1939.,T. P. Rajalakshmi,"V. A. Chellappa, T. P. Rajalakshmi, M. M. Chidhambaranathan, V. L. Mani, P. R. Mangalam",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Sri Rajam Talkies & Raju Films,T. P. Rajagopalan,,
Manmatha Vijayam Censored on 11.10.1939,G. Pattu Iyer,"Electric Inspector M. Subramanian, Shanmuga Sundaram, A. S. Sankaran, S. Parthasarathi Iyengar, Santhanam, G. V. Sarma, C. R. Srinivasan, Natarajan, Ganapathi Bhat, S. K. Parthasarathi Iyengar, K. Aranganayagi, S. P. Seetha, Baby Lalitha, Dance: Mohana, Sampoorna, Saratha, Janaki[19]",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Jeya Films,"M. Subramaniam, Sadasiva Brahmendra (one song - Sindhaa Naasthikila)",,
Manickavasagar,T. R. Sundaram,"M. M. Dandapani Desikar, M. S. Devasena",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"V. S. M. Gopala Krishnaiyer, Haran Talkies[19]",,,
Mathru Bhoomi,H. M. Reddy,"P. U. Chinnappa, T. S. Santhanam, T. V. Kumudhini, A. K. Rajalakshmi, Kali N. Rathnam, T. R. B. Rao, P. Saradambal",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"V. T. rajan, Vel Pictures",Papanasam Sivan,,
Maya Machhindra,,"M. K. Radha, M. G. Ramachandran, M. S. Saroja, M. B. Radha Bai, Saradha Venkatachalam",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Metropolitan Pictures,,,
Pandurangan,D. C. Gune,"M. R. Krishnamoorthi, P. S. Sivapackiam, Kali N. Rathnam, T. A. Madhuram, P. Sarathambal",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Vel Pictures (11.11.1939),Papanasam Sivan,,
Prahaladha,B. N. Rao,"T. R. Mahalingam, M. R. Santhanalakshmi, R. Balasubramaniam, Nagercoil K. Mahadevan, M. G. Ramachandran, N. S. Krishnan, T. A. Madhuram, P. S. Gnanam, T. S. Durairaj",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Salem Sankar Films,Sharma Brothers,,
Rama Nama Mahimai Alternative: Rama Anjaneya Yuddham [24],A. N. Kalyanasundaram,"Madhirimangalam Nadesa Iyer, Brahadhambal, Master Lakshmanan, Lakshmi, Baby Kamala",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Sagar Movietone,,,
Rambaiyin Kaadhal,B. N. Rao,"K. Sarangapani, K. L. V. Vasantha, N. S. Krishnan, T. A. Madhuram, Chokkalinga Bhagavathar, R. Balasubramaniam, T. S. Durairaj, Kali N. Rathnam",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Central Studios,,,
Sairanthiri or Keechaka vadham,,,1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Sankarachariyar,,V. N. Sundaram,1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"T. R. Sundaram, Modern Theatres",,,
Sakthi Maya,R. Prakash,,1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"K. Subrahmanyam, Motion Pictures",,,
Santhana Devan,S. Nottani,"G. M. Basheer, P. Bhanumathi, M. R. Radha, P. S. Gnanam, U. R. Jeevarathinam",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,T. R. Sundaram Modern Theatres,G. Rajagopal Naidu,,
Sitapaharanam,M. P. Sundara Rajan,"K. Raja, Saraswathi, S. S. Rajagopalan, V. Ramachandra Bhagavathar",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Ranjith,,,
Shantha Sakkubai,Sundar Rao Nadkarni,"K. Aswathamma, Bannibai, K. Sarangapani, Kothamangalam Seenu, Kothamangalam Subbu, P. G. Venkatesan, S. S. Rajamani, K. Aranganayaki, T. S. Krishnaveni, M. A. Ganapathi Bhat",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Salem Shankar Films,Papanasam Sivan & Thuraiyur Rajagopala Sarma,,
Sirikkadhey,,"N. S. Krishnan, T. A. Madhuram, Kothamangalam Subbu, T. S. Durairaj, V. M. Ezhumalai, M. S. Murugesan, P. S. Gnanam",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Sowbhagyavathi,Prem Chethna,"Aayiram Mugam Ramkumar, G. Govindarajulu, S. P. L. Dhanalakshmi,",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Lakshmi Film Company Kovai Premier Cinetone,,,
Suguna Sarasa,Narayan Deware,"Kothamangalam Seenu, T. P. Rajalakshmi, M. S. Vijayal",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,,,
Thyagabhoomi,K. Subramanyam,"S. D. Subbulakshmi, Papanasam Sivan, Baby Saroja, K. J. Mahadevan, A. K. Kamalam, Baby Saroja",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"K. Subramanyam, Madras United Artists Corporation","Papanasam Sivan, Mothi Babu & Rajagopala Iyer",,
Thiruneelakantar,P. K. Raja Sandow,"M. K. Thyagaraja Bhagavathar, Tirunelveli Paapa, Yaanai Vaidyanatha Iyer, S. S. Rajamani, N. S. Krishnan, T. A. Madhuram",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,,Papanasam Sivan,,
Vimochanam,T. Marconi,"Hemalatha, Kanthamani, Baby Jaya, Indira, Bhagirathi, T. P. Sundari, Selva, Suguna",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,"Jaya, Hindustan Films",Ramani (Sarma Brothers),,
Veera Ramani,K. Amarnath,"K. T. Rukmini, P. S. Srinivasa Rao, S. R. Padma, T. V. Swami, K. Mani",1939,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_the_1930s,,,Mohan Pictures,Biswas & Krishnaswami,,
2 Ana,,,1940,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1940,,,Saraswathi Films,"1. 2-Anna, 2. Bala Bakthan, 3. Doctor Bangaru (3 films bundled together)",,
Abalai,P. S. V. Iyer,"Vasantha Kumar, Baby Pappa, V. R. Dhanam, Seethalakshmi",1940,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1940,,,Sri Krishna Pictures,Sarma Brothers,24-04-1940,
Baktha Korakumbar,C. V. D. E. Iyer,"K. T. Duraisamy, S. Sundararajan, T. S. Rajagopala Iyer",1940,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1940,,,Sri Gopal Krishna Pictures,,13-12-1940,
Bhaktha Chetha,K. Subramanyam,"Papanasam Sivan, G. Subbulakshmi, Kothamangalam Subbu, S. R. Janaki",1940,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1940,,,"K. Subramanyam, Madras United Artist Corporation",V. S. Parthasarathy Iyengar,14-01-1940,
Baktha Thulasidass,,,1940,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1940,,,,,,
Bakya Dhara,Dwarakanath,"M. R. Subbaiah, C. V. Nagarathinam, G. M. Basheer, D. M. Ambujam, C. S. Narayanaswamy, Baby Jayalakshmi, M. P. Murugappa",1940,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1940,,,Dwarakanath Productions,Brahmanandam,10-02-1940,
Bala Bakthan,,,1940,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1940,,,Saraswathi Films,"1. 2-Anna, 2. Bala Bakthan, 3. Doctor Bangaru (3 films bundled together)",,
