Title,Director,Cast,Year,Language,url,Producer,Genre,production,music,release,ref
Samsarame Saranam,Jeevabalan,"M. R. Yogaraj, Ranjini, Radha Ravi, Madhuri, Senthil, Vennira Aadai Moorthy, Manorama, Disco Shanti",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Sri Devi Bagavathi Films,,,Gangai Amaran,,
Sandhya Raagam,Balu Mahendra,"Archana, Chokkalinga Bagavathar, Veera Santhanam",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Doordarshan,,,L. Vaidyanathan,,
Sangu Pushpangal,Anbukkani,"Pandiyan, Vani Viswanath, Jeevitha, Senthil",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Azhagapuram Amman Cine Arts,,,Guna Singh,,
Sariyana Jodi,Velu Prabhakaran,"Pandiarajan, Ranjini, Jayadevi, Velu Prabhakaran, S. S. Chandran, Kovai Sarala",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Film Makers International,,,Shyam,,
Sattathin Thirappu Vizhaa,M. Bhaskar,"Karthik, Shobana, Ravichandran, Sumithra, Vennira Aadai Moorthy, Kuyili",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Oscar Movies,,,Shankar–Ganesh,,
Siva,Ameerjan,"Rajinikanth, Raghuvaran, Shobana, Sowcar Janaki, Madhuri, Janagaraj, Disco Shanti, Charle",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Kavithalayaa Productions,,,Ilaiyaraaja,,
Shondham 16,T. S. Krishna Kumar,"Mohan, Kalyani, Chandrasekhar, Manorama, S. S. Chandran, Senthil, Kovai Sarala, Disco Shanti, Lalitha Kumari",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Sri Durga Films,,,Shankar–Ganesh,,
Solaikuyil,Rajan,"Karthik, Ragini Karthik, Radha Ravi, Pandiyan, S. S. Chandran, Kovai Sarala, Kuyili",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Naachiar Movies,,,M. S. Murari,,
Sonthakkaran,L. Raja,"Arjun, Nirosha, Sarath Babu, S. S. Chandran, Kovai Sarala",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,AVM Productions,,,Chandrabose,,
Thaai Naadu,R. Aravindraj,"Sathyaraj, Radhika, M. N. Nambiar, Jaishankar, Srividya, Janagaraj",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Semba Movies,,,Manoj–Gyan,,
Thalaippu Seithigal,K. Madhu,"Pandiarajan, Chithra, Y. G. Mahendra",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,,,,Shyam,,
Thalaivanukkor Thalaivi,Vittal T. Gnanam,"Mohan, Rekha, Vaishnavi, Rajeev, Nizhalgal Ravi, Senthil",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Balamurali Krishna Creations,,,M. Balamuralikrishna,,
Thangamana Purushan,Rama Narayanan,"S. Ve. Shekher, Rekha, S. S. Chandran, Manorama, Vennira Aadai Moorthy, Kovai Sarala, Chinni Jayanth",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Vijaya Vinayaga Arts,,,Shankar–Ganesh,,
Thangamana Raasa,V. Azhagappan,"Ramarajan, Kanaka, Goundamani, Senthil, Vinu Chakravarthy, Gandhimathi, Rajeev, Ganga, Sudha",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Rekha Movies,,,Ilaiyaraaja,,
Thangamani Rangamani,Rama Narayanan,"Murali, S. Ve. Shekher, Pallavi, Devi Sri, S. S. Chandran, Vennira Aadai Moorthy, Kovai Sarala, Gandhimathi, Charle",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Sri Thenandal Films,,,Shankar–Ganesh,,
Thangachi Kalyanam,Prem,"Vijay Menon, Poornima",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Lakshmi Jyothi Pictures,,,,,
Thaaya Thaarama,T. P. Gajendran,"S. Ve. Shekher, Rekha, K. R. Vijaya, Nizhalgal Ravi, Pandiyan, Anand Babu",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Amarajothi Movies,,,Shankar–Ganesh,,
Thendral Sudum,Manobala,"Nizhalgal Ravi, Radhika, Senthil",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,G. B. Art Combines,,,Ilaiyaraaja,,
Thiruppu Munai,Kalaivanan Kannadasan,"Karthik, Chithra, Silk Smitha, Chandrasekhar, Sabitha Anand, Janagaraj",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,B. K. Enterprises,,,Ilaiyaraaja,,
Unnai Naan Vazhthugiren,Venkatesh,"Madhu Mohan, Kaveri",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Lakshmi Film Creations,,,,,
Uthama Purushan,K. Subash,"Prabhu, Revathi, Amala, V. K. Ramasamy, Kuyili, Charle",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Anandhi Films,,,Shankar–Ganesh,,
Vaathiyaar Veettu Pillai,P. Vasu,"Sathyaraj, Shobana, Srividya, Rajesh, Goundamani",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Raaj Films International,,,Ilaiyaraaja,,
Vaai Kozhuppu,Muktha Srinivasan,"Pandiarajan, Gautami, Janagaraj, S. S. Chandran, Manorama, Disco Shanti",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Muktha Films,,,Chandrabose,,
Valudhu Kalai Vaithu Vaa,K. Raghunathan,"Pandiyan, Chithra, K. R. Vijaya, Senthamarai, S. S. Chandran, Kovai Sarala",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Future Cine Creations,,,Premi-Srini,,
Varam,R. C. Sakthi,"Prabhu, Amala, Jayashree, Srividya",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Lakshmi Sampoorna Movies,,,M. S. Viswanathan,,
Varusham Padhinaaru,Fazil,"Karthik, Khushbu, Vadivukkarasi, Poornam Viswanathan, Jayabharathi, Janagaraj, V. K. Ramasamy, Sukumari, Charle",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Ganga Chithra Productions,,,Ilaiyaraaja,,
Vetrimel Vetri,M. Thyagarajan,"Prabhu, Seetha, Goundamani",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Shiv Shri Pictures,,,Vijay Anand,,
Vettayadu Vilayadu,L. Raja,"Arjun, Seetha, Nizhalgal Ravi, Charan Raj, Madhuri, Kovai Sarala, Baby Sujitha",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Manthralaya Productions,,,Chandrabose,,
Vettri Vizha,Pratap K. Pothen,"Kamal Haasan, Prabhu, Amala, Khushbu, Sasikala, Sowcar Janaki, S. S. Chandran, Janagaraj, Disco Shanti",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Sivaji Productions,,,Ilaiyaraaja,,
Vizhiyora Kavidhaigal,T. S. Chandrasekhar,"Manoj, Pallavi, Manorama, Senthil",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Sri Sivalayaa Creations,,,Shankar–Ganesh,,
Yogam Rajayogam,T. S. Krishna Kumar,"Ramki, Seetha, S. Ve. Shekher",1989,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1989,Anbalaya Films,,,Shankar–Ganesh,,
Enakkoru Neethi,K. S. Gopalakrishnan,"Siraj, Chithra, Pallavi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Anil Creations,V. Kumar,,
Idhaya Thamarai,K. Rajeshwar,"Karthik, Revathi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Amardeep Creations,Shankar–Ganesh[3],,
Kavalukku Kettikaran,Santhana Bharathi,"Prabhu, Nirosha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Thirai Koodam,Ilaiyaraaja,,
Nalla Kaalam Porandaachu,T. P. Gajendran,"Prabhu, Ramya Krishnan",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Mother Cine Productions,Shankar–Ganesh[4],,
Pachai Kodi,Manoj Kumar,"Pandiarajan, Nirosha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Guru Sri Shanthi Productions,Gangai Amaran,,
Panakkaran,P. Vasu,"Rajinikanth, Gautami",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sathya Movies,Ilaiyaraaja,,
Pulan Visaranai,R. K. Selvamani,"Vijayakanth, Rupini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,I. V. Cine Productions,Ilaiyaraaja,,
Aadi Velli,Rama Narayanan,"Nizhalgal Ravi, Seetha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sri Thenaandal Films,Shankar–Ganesh,,
Manasukketha Maapillai,G. Ravi Raja,"Pandiarajan, Rohini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Amudhasurabi Pictures,Chandrabose,,
Pattikattan,T. S. Krishna Kumar,"Rahman, Rupini, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Shenbagam Movie Creations,Shankar–Ganesh,,
Vaazhkai Chakkaram,Manivannan,"Sathyaraj, Gautami",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Vivekananda Pictures,Shankar–Ganesh,,
En Uyir Thozhan,Bharathiraja,"Babu, Rama, Thennavan",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,B. R. Art Films,Ilaiyaraaja,,
Mr. Karthik,Kalaivanan Kannadasan,"Karthik, Sivaranjani",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Varalakshmi Creations,V. S. Narasimhan,,
Paattali Magan,Senthilnathan,"Arjun, Sindhu, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Anbu Lakshmi Films,Sangeetha Rajan,,
Salem Vishnu,Thyagarajan,"Thyagarajan, Rupini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Lakshmi Shanthi Movies,Sangeetha Rajan,,
Arangetra Velai,Fazil,"Prabhu, Revathi, V. K. Ramasamy",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sunitha Productions,Ilaiyaraaja,,
Paattukku Naan Adimai,Shanmuga Rajan,"Ramarajan, Kushboo, Rekha, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Shri Mishri Productions,Ilaiyaraaja,,
Rajavin Paarvai,A. V. Babu,"Ramakrishna Raja, Samundeeswari",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sri Rani Magal Films,Malaysia Vasudevan,,
Valiba Vizhayattu,K. Sornam,"Mohan, Sadhana, Divya",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,S. S. K. Films,Shankar–Ganesh,,
Paalam,Karvannan,"Murali, M. N. Nambiar, Kitty",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,S. S. Screens,N. S. T. Rajesh,,
Parigaram,Bhama Manalan,"Krishna, Kovai Sarala",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sree Kamesh Art Movies,,,
Pengal Veettin Kangal,T. P. Gajendran,"K. R. Vijaya, Chandrasekhar, Urvashi, Pallavi, Pandiyan, Anand Babu, Vaishnavi, Dileep, Latha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,K. R. G. Movies International,Shankar–Ganesh,,
Kavithai Paadum Alaigal,T. K. Bose,"Raj Mohan, Janani",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,K. B. Arts,Ilaiyaraaja,,
Vetri Malai,V. S. Shanmugam,"Murali, Seetha, Pallavi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Maruthi Movieland,Shankar–Ganesh,,
Jagathalaprathapan,Shankar–Ganesh,"Mohan, Rakhi Sri, Divya",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Rani Cine Arts,Shankar–Ganesh,,
Manaivi Oru Manickam,Chozharajan,"Arjun, Radha, Mukesh, Sadhana",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sri Thenaandal Films,Shankar–Ganesh,,
Unnai Solli Kutramillai,Ameerjan,"Karthik, Sithara",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kavithalayaa Productions,Ilaiyaraaja,,
En Veedu En Kanavar,Senbaga Raman,"Suresh, Nadhiya",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Preethi Indhar Combines,B. Surendar,,
Kalyana Rasi,K. Sivaprasad,"Karthik, Ranjani, Apoorva",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sankaraalaya Pictures,Manoj–Gyan,,
Muthalali Amma,V. C. Guhanathan,"Bhanu Chander, Kanaka, Prameela",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Thirumurugan Combines,Chandrabose,,
Pondatti Thevai,Parthiban,"Parthiban, Ashwini, Sindhu",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Vivek Chithra Productions,Ilaiyaraaja,,
Pudhu Padagan,S. Thanu,"Vijayakanth, Amala",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kalaippuli International,S. Thanu,,
Pudhu Vasantham,Vikraman,"Murali, Sithara, Anand Babu, Raja, Charle",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Super Good Films,S. A. Rajkumar,,
Seetha,S. A. Chandrasekhar,"Rahman, Gautami, Kanaka, R. Sarathkumar",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Lalithaanjali Fine Arts,Vidyasagar,,
Chilambu,Nethaji,"Murali, Rohini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Devanayagi Films,M. S. Viswanathan,,
Thangathin Thangam,Siraj,"Ramarajan, Ragasudha, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Anbalaya Pictures,S. A. Rajkumar,,
Ulagam Pirandhadhu Enakkaga,S. P. Muthuraman,"Sathyaraj, Gautami, Rupini, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,AVM Productions,R. D. Burman,,
Varavu Nalla Uravu,Visu,"Visu, Kodai Mazhai Vidya, Raghav, Rekha,",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kavithalayaa Productions,Shankar–Ganesh,,
Maruthu Pandi,Manoj Kumar,"Ramki, Nirosha, Seetha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Ponmanam Films,Ilaiyaraaja,,
Sakthi Parasakthi,Rama Narayanan,"Sivaji Manohar, Seetha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Thirupathi Movies,Shankar–Ganesh,,
Pagalil Pournami,Cochin Haneefa,"Sivakumar, Radhika, Lizy",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kalpana Arts,Ilaiyaraaja,,
Periya Veetu Pannakkaran,N. K. Viswanathan,"Karthik, Kanaka",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Meenachi Arts,Ilaiyaraaja,,
Pattanamdhan Pogalamadi,C. P. Kolappan,"Rahman, Radhika, Rupini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Anitha Cine Productions,Shankar–Ganesh,,
Murugane Thunai,P. S. Marimuthu,"Rajesh, Sudha Chandran",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Murugaalayam Films,K. V. Mahadevan,,
Amma Pillai,R. C. Sakthi,"Ramki, Seetha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Vimala Movies,Shankar–Ganesh,,
Neengalum Herothan,V. Sekhar,"Nizhalgal Ravi, Ram Manohar, Rathna, Divya, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Thuthukudi Film Entertainment,Gangai Amaran,,
Nyayangal Jayikkattum,Sivachandran,"Sivakumar, Lakshmi, Aishwarya",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kavitha Chithra Films,Shankar–Ganesh,,
Sandhana Kaatru,Manivannan,"Vijayakanth, Gautami",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kamala Jothi Combines,Shankar–Ganesh,,
Periya Idathu Pillai,Senthilnathan,"Arjun, Kanaka",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Jubilee Arts,Chandrabose,,
Pathimoonam Number Veedu,Baby,"Nizhalgal Ravi, Sadhana, Sripriya",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Aasha Creations,Sangeetha Rajan,,
Athisaya Piravi,S. P. Muthuraman,"Rajinikanth, Kanaka, Sheeba",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Lakshmi Productions,Ilaiyaraaja,,
Mounam Sammadham,K. Madhu,"Mammootty, Amala",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kay. Cee. Film Combines,Ilaiyaraaja,,
Madurai Veeran Enga Saami,Shanmuga Priyan,"Sathyaraj, Rupini, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,K. B. Films,Ilaiyaraaja,,
Manaivi Vantha Neram,'Karaikudi' Narayanan,"Rahman, Radha, Sithara",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,K. R. G. Movies International,Chandrabose,,
Sigappu Nirathil Chinnappoo,R. Selvaraj,"Rathnakumar, Rekha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Rajeshwari Films,Jay Sekar,,
Vedikkai En Vadikkai,Visu,"S. Ve. Shekher, Pallavi, Visu",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,G. V. Films,Shankar–Ganesh,,
Mattukara Mannaru,Thendral Thyagarajan,"Chandrasekhar, Ramesh Raj, Arundhathi, Ashwini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kaveri Films,Deva,,
Adhisaya Manithan,Velu Prabhakaran,"Gautami, Nizhalgal Ravi, Raja, Chithra",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Perfect Cine Arts,Premi-Seeni,,
Nila Pennae,V. Thamizhazhagan,"Anand, Divya Bharati",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sathya Movies,Vidyasagar,,
Anjali,Mani Ratnam,"Raghuvaran, Revathi, Tarun Kumar, Shamili, Shruti",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,GV Films,Ilaiyaraaja,,
Kizhakku Vaasal,R. V. Udayakumar,"Karthik, Revathi, Kushboo",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sathya Jyothi Films,Ilaiyaraaja,,
Naanum Indha Ooruthan,Sekar Raja,"Murali, Kushboo",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sudhalaya Productions,Shankar–Ganesh,,
Ooru Vittu Ooru Vanthu,Gangai Amaran,"Ramarajan, Gautami, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,S. B. D. Films,Ilaiyaraaja,,
Sirayil Pootha Chinna Malar,Amirtham,"Vijayakanth, Bhanupriya",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sri Thirumala Art Productions,Ilaiyaraaja,,
Aavathellam Pennale,Raj Mukundhan,"S. Ve. Shekher, Viji",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sun Rise Films,Shankar–Ganesh,,
Keladi Kannmanii,Vasanth,"S. P. Balasubrahmanyam, Radhika, Ramesh Aravind, Anju",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Vivek Chithra Productions,Ilaiyaraaja,,
Nangal Puthiyavargal,R. G. Elavalagan,"Murali, Rekha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Moovender Movies,Chandrabose,,
Aarathi Edungadi,K. Chandranath,"Rahman, Kushboo",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Murali Cine Arts,Shankar–Ganesh,,
Inaindha Kaigal,N. K. Viswanathan,"Arun Pandian, Ramki, Nirosha, Sindhu",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Thiraichirpi,Manoj–Gyan,,
Durga,Rama Narayanan,"Nizhalgal Ravi, Kanaka, Shamili",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sri Thenaandal Films,Shankar–Ganesh,,
Enga Ooru Aatukkaran,Sripriya,"Sripriya, Chandrakanth, Kanaka",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Yamini Cine Arts,Yuvaraja,,
Oru Pudhiya Kadhai,R. Bala Subbaih,"Prabhuraj, Meena",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kumar Movies,Uma Kannadasan,,
Velai Kidaichuduchu,P. Vasu,"Sathyaraj, Gautami",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sree Rajakaali Amman Enterprises,Hamsalekha,,
Agni Theertham,Sree Bharathi,"Ravikanth, Bhuvanesh, Yuvasri",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sindhu Art Pictures,Shankar–Ganesh,,
My Dear Marthandan,Prathap K. Pothan,"Prabhu, Kushboo, Goundamani",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sivaji Productions,Ilaiyaraaja,,
Pattanathil Petti,R. Ramesh Kumar,"Sivaji Manohar, Shanthi, Goundamani, Senthil, V. K. Ramasamy, Manorama",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Mother Cine Productions,Shankar–Ganesh,,
Pudhu Varisu,Rajasekhar,"Pandiarajan, Rohini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Uzhaikkum Karangal Art Productions,Chandrabose,,
Aalay Pathu Malai Mathu,M. Venkat Vasu,"Nizhalgal Ravi, Chandrasekhar, Madhuri, Bhagya, Radha Ravi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kunjapanai Mariamman Films,Shankar–Ganesh,,
Thalattu Padava,R. Sundarrajan,"Parthiban, Kushboo, Rupini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Raavuthar Films,Ilaiyaraaja,,
Oru Veedu Iru Vaasal,K. Balachander,"Kumaresh, Ganesh, Yamini, Vaishnavi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kavithalayaa Productions,V. S. Narasimhan,,
Puriyaadha Pudhir,K. S. Ravikumar,"Rahman, Rekha, Anand Babu, Raghuvaran",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Super Good Films,S. A. Rajkumar,,
Sathyam Sivam Sundaram,Rama Narayanan,"Raja, Radha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sree Durga Films,Shankar–Ganesh,,
Andhi Varum Neram,R. Ramesh Kumar,"Nizhalgal Ravi, Chandrakanth, Latha, Rama",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,G. S. Productions,Shankar–Ganesh,,
Enkitta Mothathe,R. Sundarrajan,"Vijayakanth, Shobana, Kushboo",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Rajeshwari Productions,Ilaiyaraaja,,
Namathu Deivam,Kasi Arasu,"Mohana Muthu, Manorama, 'Baby' Sridevi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Apple Creations,,,
Palaivana Paravaigal,Senthilnathan,"R. Sarathkumar, Anandaraj, Udhayan, Dharani",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Vaasan Brothers,Ilayagangai,,
Sathan Sollai Thattathe,Rama Narayanan,"Senthil, Pandiyan, Chandrasekhar, Janagaraj",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kookoo Films,Shankar–Ganesh,,
Thiyagu,S. P. Muthuraman,"Raghuvaran, Rekha, Madhuri",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,AVM Productions,Shankar–Ganesh,,
60 Naal 60 Nimidam,K. Rajavarman,"Raj Thilak, Chithra, Vaishnavi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,K. L. J. Combines,Kannan,,
Amman Kovil Thiruvizha,P. R. Somasunder,"Nizhalgal Ravi, Kanaka, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sri Bairavi Combines,Ilaiyaraaja,,
Avasara Police 100,K. Bhagyaraj,"M. G. Ramachandran, K. Bhagyaraj, Gautami",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sudha Cine Movies,K. Bhagyaraj,,
Chatriyan,K. Subaash,"Vijayakanth, Bhanupriya, Revathi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Aalayam Productions,Ilaiyaraaja,,
En Kadhal Kanmani,T. C. Joy,"Vikram, Rekha Nambiar",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Progressive Cine Arts,L. Vaidyanathan,,
Mallu Vetti Minor,Manobala,"Sathyaraj, Shobana, Seetha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Everest Films,Ilaiyaraaja,,
Michael Madana Kama Rajan,Singeetam Srinivasa Rao,"Kamal Haasan, Urvashi, Kushboo, Rupini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,P. A. Art Productions,Ilaiyaraaja,,
